DOI,Title,Type
10.1158/1538-7445.am2023-6040,Abstract 6040: The CHST11-CP-iron axis contributes to NSCLC stemness,journal-article
10.1158/1538-7445.am2023-5029,Abstract 5029: Determining the biological function of TNK1,journal-article
10.1158/1538-7445.am2023-2825,Abstract 2825: Investigation of sponge property for enhanced concurrent tumor treating fields and radiotherapy for glioblastoma,journal-article
10.1158/2159-8290.cd-rw2023-097,Conformal Radiotherapy Efficacy Depends on Monocyte IFN-I Signaling,journal-article
10.1158/1538-7445.am2023-4860,Abstract 4860: PI3K inhibition sensitize cancer cells to tumor treating fields (TTFields),journal-article
10.1158/1538-7445.am2023-424,"Abstract 424: RTK inhibitor resistance in NSCLC harboring MED12 mutation is overcome by only blocking MEK signaling, not AKT due to mutated MED12-induced YAP-PTEN dysregulation",journal-article
10.1158/1538-7445.am2023-4306,Abstract 4306: Identifying genetic dependencies of replication stress using interpretable artificial intelligence,journal-article
10.1158/1538-7445.am2023-802,Abstract 802: Identifying factors that affect barriers to lymphoma treatment during the COVID - 19 pandemic,journal-article
10.1158/1538-7445.am2023-6400,Abstract 6400: Synergistic combination of NCX 4040 and napabucasin induces immunogenic activation via upregulation of mitochondrial oxidative stress and STAT3 inhibition in cadmium transformed and metastatic prostate cancer cells,journal-article
10.1158/1538-7445.am2023-3410,"Abstract 3410: AVATASCAN®, a pioneer of functional precision medicine in guiding clinical decision-making",journal-article
10.1158/1538-7445.am2023-77,Abstract 77: Recapitulating metastatic colorectal cancer in somatic mutation models for investigating the tumor immune microenvironment in minimal residual disease,journal-article
10.1158/1538-7445.am2023-3181,"Abstract 3181: A novel memory-like NK cell CAR targeting the proximal mesothelin domain shows promising pre-clinical activity in ovarian cancer using cell lines, patient-derived organoid tumors, and xenograft mice",journal-article
10.1158/1538-7445.am2023-3045,Abstract 3045: Role of CD10 negative stroma in the development of precursor lesion of endometriosis associated ovarian cancer,journal-article
10.1158/1538-7445.am2023-675,Abstract 675: Understanding SETDB1-mediated tumor immune evasion mechanism in endometrial cancer,journal-article
10.1158/1538-7445.am2023-2323,"Abstract 2323: ZGGS18, a bispecific drug candidate of anti-VEGF and TGFbeta-trap, inhibiting tumor proliferation and improving tumor microenvironment with I/O therapy",journal-article
10.1158/1538-7445.am2023-1270,Abstract 1270: ECHS1 mediates metabolic disruption in hormone receptor-positive breast tumor microenvironment,journal-article
10.1158/1538-7445.am2023-1399,Abstract 1399: Genomic profiling of gastric cancer with peritoneal metastasis identifies molecular subtypes and a potential molecular-guided therapeutic strategy for intractable gastric cancer,journal-article
10.1158/1538-7445.am2023-3655,Abstract 3655: Exploring the role of FasL in the ovarian cancer tumor microenvironment,journal-article
10.1158/1538-7445.am2023-3202,Abstract 3202: NanoBiT technologies for CAR-T characterization and potency testing,journal-article
10.1158/1538-7445.am2023-4391,Abstract 4391: Real world data and multi-genomic analysis of non-common mutations in the EGFR mutation-positive non-small cell lung cancer,journal-article
10.1158/1538-7445.am2023-4117,Abstract 4117: Molecular insights into resistance mechanisms to therapy with T cell bispecific antibodies,journal-article
10.1158/1538-7445.am2023-6574,Abstract 6574: Systematic analysis of the predictive gene expression signatures of immunotherapies across multiple cancer types using IOSig,journal-article
10.1158/1538-7445.am2023-1355,Abstract 1355: Evolution of immune tumor microenvironment (TME) from esophageal dysplasia to esophageal squamous cell carcinoma (ESCC),journal-article
10.1158/1538-7445.am2023-lb217,Abstract LB217: A novel bispecific LILRB4/CD3 antibody with potent killing of monocytic acute myeloid leukemia cells,journal-article
10.1158/2159-8290.cd-rw2023-198,Prostate Cell Lineage Identities Are Governed by Distinct Metabolomes,journal-article
10.1158/1538-7445.sabcs22-ot3-01-01,Abstract OT3-01-01: A single-arm confirmatory study to evaluate the efficacy of non-surgical therapy for HER2 positive early breast cancer with clinical complete response after primary systemic therapy: (JCOG1806),journal-article
10.1158/2326-6066.cir-11-1-wwr,A Sampling of Highlights from the Literature,journal-article
10.1158/1538-7445.sabcs22-p5-01-11,Abstract P5-01-11: Utility of 18F-FDG PET/CT for the prediction of pathologic complete response in axilla to neoadjuvant chemotherapy in breast cancer,journal-article
10.1158/1538-7445.am2023-ct100,"Abstract CT100: A new therapeutic cancer vaccine inducing multifunctional immunity, artificial adjuvant vector cells",journal-article
10.1158/1538-7445.am2023-lb334,Abstract LB334: Assessment of the potential of graphene oxide as an antigen delivery platform for cancer immunotherapy,journal-article
10.1158/1538-7445.am2023-lb048,Abstract LB048: AR-targeted linked-read sequencing reveals complex AR structural variants in CRPC tumors,journal-article
10.1158/1538-7445.am2023-lb258,Abstract LB258: Therapeutic advantage of targeting lysosome as signaling hub for metabolic conditions in malignant gliomas,journal-article
10.1158/1538-7445.am2023-ct047,Abstract CT047: A phase 2 study of ipatasertib in combination with pembrolizumab for first line treatment of recurrent or metastatic squamous cell cancer of the head and neck,journal-article
10.1158/1538-7445.am2023-lb121,Abstract LB121: BrainChild-03: Intraventricular B7-H3 CAR T cells for recurrent/refractory central nervous system tumors and non-pontine diffuse midline glioma in children and young adults,journal-article
10.1158/1538-7445.am2023-ct148,"Abstract CT148: Efficacy, safety, and biomarker analysis of combined MEK (Cobimetinib) and PD-L1 (Atezolizumab) inhibition (COTEZO) in advanced small bowel adenocarcinoma (SBA)",journal-article
10.1158/1538-7445.am2023-ct044,Abstract CT044: KGOG2031 A phase II trial of repeated high dose luteal hormone therapy for intrauterine recurrence following fertility preserving therapy for atypical endometrial hyperplasia or endometrial cancer,journal-article
10.1158/1538-7445.am2023-lb202,Abstract LB202: Obesity-trained C1q+ macrophages compromiseT cell anti-tumor immunity,journal-article
10.1158/1538-7445.am2023-ct247,"Abstract CT247: A Phase 1/2a, multicenter, open-label, non-randomized first-in-human study to assess the safety, tolerability, pharmacokinetics, and preliminary antitumor activity of DB-1303 in patients with advanced/metastatic solid tumors",journal-article
10.1158/1538-7445.am2023-lb162,Abstract LB162: A multiplex organoid avatar drug testing platform for precision medicine,journal-article
10.1158/1538-7445.am2023-ct207,Abstract CT207: Phase I trial of vesicular stomatitis virus expressing human interferon beta and tyrosinase related protein 1 (VSV-IFNb-TYRP1) in metastatic ocular melanoma,journal-article
10.1158/1538-7445.am2023-ct264,Abstract CT264: Taking sotorasib with an acidic beverage improves sotorasib exposure for subjects on omeprazole,journal-article
10.1158/1557-3265.aacrahns23-po-028,Abstract PO-028: Clinical and genomic correlates of intratumoral HPV for oropharyngeal and cervical cancers,journal-article
10.1158/1557-3265.aacrahns23-po-090,Abstract PO-090: Characterizing the intra-tumoral microbiome of laryngeal squamous cell carcinoma,journal-article
10.1158/1557-3265.aacrahns23-po-035,Abstract PO-035: Immune profiles of long-term survivors of patients with head and neck squamous carcinoma on immune checkpoint inhibitor therapy,journal-article
10.1158/2159-8290.cd-nb2023-0060,Blocking Netrin-1 Slows Cancer Progression,journal-article
10.1158/1538-7445.am2023-663,Abstract 663: Resistin mediates the immunoediting activity exerted by primary human macrophages towards mesothelioma cells,journal-article
10.1158/1538-7755.disp23-b093,Abstract B093: Residence within Hispanic ethnic enclaves is associated with later stage breast cancer diagnosis among Hispanic women in four U.S. states,journal-article
10.1158/1538-7755.disp23-c101,"Abstract C101: Development of an educational text messaging program to improve human papillomavirus awareness, knowledge, and vaccination intention among Korean young adults in the U.S.",journal-article
10.1158/1538-7755.disp23-ia040,Abstract IA040: Promoting engagement of evidence-based interventions for Latinos: Cultural adaptation of an online intervention for Latina breast cancer survivors and their partners,journal-article
10.1158/2326-6074.tumimm23-a020,Abstract A020: Neutralizing oxidative damage at telomeres prevents T cell dysfunction and improves adoptive cell therapy,journal-article
10.1158/1538-7755.disp23-c006,Abstract C006: Identifying aggressive prostate cancer variants toward reducing cancer disparities,journal-article
10.1158/1535-7163.targ-23-b016,Abstract B016: AI analysis of histological images accurately identifies luminal subtype urothelial carcinomas characterized by high PPARG expression,journal-article
10.1158/1538-7755.disp23-c048,Abstract C048: Single-cell RNA sequencing analysis in prostate cancer patients from African ancestry,journal-article
10.1158/1535-7163.targ-23-pr009,Abstract PR009: Discovery of covalent NRAS inhibitors targeting the Palmitoylation site through imaging-based high-throughput screening,journal-article
10.1158/1538-7755.disp23-a093,Abstract A093: Implementation of a financial hardship screening among Native American patients with cancer,journal-article
10.1158/1535-7163.targ-23-b110,Abstract B110: β3-adrenergic receptor as a new molecular target in neuroblastoma treatment,journal-article
10.1158/1535-7163.targ-23-c016,"Abstract C016: Evaluating clinical biomarkers of FHD-286, a potent and selective inhibitor of BRG1/BRM, in metastatic uveal melanoma",journal-article
10.1158/1538-7755.disp23-a133,Abstract A133: Mapping the legal estrangement theory onto known barriers in recruiting diverse participants to clinical trials,journal-article
10.1158/1535-7163.targ-23-b017,Abstract B017: Clinical utility of next generation sequencing in advanced colorectal cancer: The earlier the better,journal-article
10.1158/1535-7163.targ-23-b014,Abstract B014: Characterization of Nectin-4 protein expression in non-small cell lung cancer patients,journal-article
10.1158/1535-7163.targ-23-b172,Abstract B172: Potent anti-tumor activity of a selective and orally bioavailable reversible covalent CDK12 inhibitor,journal-article
10.1158/1535-7163.targ-23-c033,Abstract C033: Preliminary pharmacodynamic evaluation of AU-007 in phase 1 dose escalation trial in patients with advanced solid tumors,journal-article
10.1158/1535-7163.targ-23-c029,"Abstract C029: Phase Ib/II open label, multi-arm, parallel cohort dose finding and expansion study of NUC-3373 in combination with pembrolizumab in patients with advanced solid tumors or docetaxel in patients with lung cancer (NuTide:303)",journal-article
10.1158/1538-7755.disp23-b098,Abstract B098: Adiposity measures and obesity-related cancer: A report from the Oklahoma Strong Heart Study and Strong Heart Family Study,journal-article
10.1158/2326-6074.tumimm23-a024,Abstract A024: Systemic administration of CD3-redirected lentiviral vector efficiently targets CD19-CAR delivery to human T cells in vivo,journal-article
10.1158/1538-7755.disp23-c105,Abstract C105: Addressing stomach cancer disparities in low-income New York City Chinese American immigrants: A randomized controlled trial,journal-article
10.1158/1538-7755.disp23-ia038,Abstract IA038: Neighborhood factors for adiposity change and cardiovascular health among Black breast cancer survivors,journal-article
10.1158/1535-7163.targ-23-c046,Abstract C046: Rapid autopsy provides unique research opportunity to evaluate KRASG12C inhibitor resistance mechanisms in non-small cell lung cancer,journal-article
10.1158/1538-7755.disp23-b127,Abstract B127: The impact of sociodemographic and lifestyle factors on the vaginal microbiome and cervical cancer disparities in Native American women,journal-article
10.1158/1535-7163.targ-23-c078,Abstract C078: Pembrolizumab response in melanoma patients: an analysis of the tumor microenvironment,journal-article
10.1158/2326-6074.tumimm23-a042,Abstract A042: Quantitative multiplex immunoprecipitation reveals distinct protein interaction networks responsible for discrepant <i>in vivo</i> activity exhibited by two second generation CD22-targeted chimeric antigen receptors,journal-article
10.1158/1538-7755.disp23-b030,Abstract B030: Intracerebral and intraventricular hemorrhage due to severe thrombocytopenia: A rare case of Evans syndrome,journal-article
10.1158/1538-7755.disp23-b120,Abstract B120: Association of allostatic load with prostate-specific antigen level among Nigerian men,journal-article
10.1158/1535-7163.targ-23-ia002,"Abstract IA002: Inference of intercellular signaling activities in tumor spatial and single-cell transcriptomics, with applications in identifying cancer immunotherapy targets",journal-article
10.1158/1538-7755.disp23-b039,Abstract B039: Effect of cross-sex testosterone therapy on Pik3ca-driven breast cancer incidence in mice,journal-article
10.1158/1538-7755.disp23-a080,"Abstract A080: Engagement and experience with clinical trial counseling in adult glioma patients: A single institution, mixed-methods study",journal-article
10.1158/2326-6074.tumimm23-a004,Abstract A004: Immune response to sub-ablative radiation before surgery in pleural mesothelioma – Results from the SMARTER trial,journal-article
